"Argensola_Alejandra" "Argensola_Isabela" "Artieda_Amantes" "Bermudez_Lastimosa" "Bermudez_Laureada" "Cervantes_CasaCelos" "Cervantes_Tratos" "Cervantes_Urdemalas" "Duda_Jerusalem" "JCueva_Infamador" "JCueva_Principe" "JCueva_Saco" "Lasso_Constantinopla" "Lasso_Dido.restaurada" "Virues_Marcela" "Virues_Semirámis" "Virues_Tirano"
"ciudad" 0.0158002844051193 0.0601644494952871 0 0 0.0138773244518457 0 0.0136920654480728 0.0126968004062976 0.272721506944885 0.00796178343949045 0.0198596584138753 0.0411805078929307 0.206635288715417 0.336517585757707 0.0272652912841952 0.0348165169556438 0.0382811752320796
"poco" 0.0790014220255965 0.020054816498429 0.162039537647186 0.00848608282416836 0.0416319733555371 0.0944796868673235 0.130074621756692 0.0571356018283393 0.114162491279254 0.0238853503184713 0.0264795445518337 0.0411805078929307 0.0573986913098381 0.0651324359531046 0.0454421521403254 0.0208899101733863 0.0382811752320796
"allá" 0.0711012798230368 0.0267397553312387 0.0108026358431457 0.135777325186694 0.215098529003608 0.0539883924956134 0.102690490860546 0.0698324022346369 0.0317118031331262 0.0636942675159236 0 0.0137268359643102 0.0688784295718058 0.0542770299609205 0.0272652912841952 0.0139266067822575 0.0191405876160398
"día" 0.0158002844051193 0.0467945718296678 0.108026358431457 0.0678886625933469 0.138773244518457 0.0134970981239034 0.0684603272403642 0.0825292026409345 0.0570812456396271 0.103503184713376 0 0.0549073438572409 0.0459189530478705 0.0542770299609205 0.0272652912841952 0.0626697305201588 0.0765623504641593
"han" 0.118502133038395 0.0267397553312387 0.0324079075294372 0.0339443312966735 0.0763252844851513 0.0472398434336618 0.082152392688437 0.0825292026409345 0.114162491279254 0.0477707006369427 0 0.150995195607412 0.0229594765239353 0.0108554059921841 0.0545305825683904 0.0417798203467725 0.0765623504641593
"mujer" 0.0632011376204772 0.0401096329968581 0.0648158150588744 0.0763747454175153 0.00693866222592284 0.0337427453097584 0.0410761963442185 0.0761808024377857 0.0380541637597514 0.071656050955414 0 0 0 0.119409465914025 0.0727074434245206 0.215862405124991 0.0861326442721792
"valor" 0.0316005688102386 0.0267397553312387 0.0324079075294372 0.0254582484725051 0.0416319733555371 0.0607369415575651 0.0273841308961457 0.0444388014220416 0.126847212532505 0.0318471337579618 0.046339202965709 0.109814687714482 0.149236597405579 0.0325662179765523 0.0908843042806507 0.118376157649189 0.0478514690400995
"contento" 0.0869015642281561 0.020054816498429 0 0.00848608282416836 0.0208159866777685 0.0404912943717101 0.0684603272403642 0.0253936008125952 0.126847212532505 0.0238853503184713 0.0661988613795843 0.0686341798215511 0 0.0651324359531046 0.0454421521403254 0.132302764431446 0.191405876160398
"dolor" 0.0948017064307158 0.106959021324955 0.0540131792157286 0.0424304141208418 0.0416319733555371 0.0269941962478067 0.0684603272403642 0.0126968004062976 0.114162491279254 0.0398089171974522 0.092678405931418 0.0411805078929307 0.0459189530478705 0.0434216239687364 0.0454421521403254 0.05570642712903 0.0478514690400995
"dulce" 0.0711012798230368 0.0401096329968581 0.0216052716862915 0.0594025797691785 0.0902026089369969 0.0607369415575651 0.109536523584583 0.0126968004062976 0.0634236062662523 0.00796178343949045 0.0529590891036674 0.0274536719286205 0.0459189530478705 0.097698653929657 0.118149595564846 0.0696330339112875 0.0478514690400995
"fuera" 0.0790014220255965 0.0869042048265258 0.108026358431457 0.0424304141208418 0.0208159866777685 0.0539883924956134 0.0684603272403642 0.0380904012188928 0.0570812456396271 0.0557324840764331 0.0728187475175427 0.0274536719286205 0.0803581678337734 0.0542770299609205 0.0363537217122603 0.083559640693545 0.0382811752320796
"hasta" 0.0237004266076789 0.0467945718296678 0.172842173490332 0.0424304141208418 0.0624479600333056 0.0607369415575651 0.0479222290682549 0.10792280345353 0.0887930487727532 0.0398089171974522 0.0264795445518337 0 0.0459189530478705 0.0434216239687364 0.0545305825683904 0.0487431237379013 0.0861326442721792
"guerra" 0.0869015642281561 0.0534795106624774 0.0216052716862915 0 0 0.0337427453097584 0.0753063599644006 0 0.158559015665631 0.0159235668789809 0.0132397722759169 0.150995195607412 0.114797382619676 0.0868432479374729 0.0727074434245206 0.104449550866931 0.0669920566561393
"suelo" 0.0632011376204772 0.0401096329968581 0.0324079075294372 0.0424304141208418 0.124895920066611 0.0539883924956134 0.123228589032656 0.0253936008125952 0.082450688146128 0.0159235668789809 0.0661988613795843 0.0823610157858614 0.0114797382619676 0.119409465914025 0.00908843042806507 0.0487431237379013 0.0382811752320796
"verdad" 0.0632011376204772 0.0267397553312387 0.0216052716862915 0 0.0138773244518457 0.0809825887434202 0.0342301636201821 0.101574403250381 0.152216655039006 0.159235668789809 0.0595789752416258 0.0549073438572409 0.0114797382619676 0 0.0817958738525857 0.027853213564515 0.0478514690400995
"vuestra" 0.0237004266076789 0.0401096329968581 0.0324079075294372 0.0339443312966735 0.0555092978073827 0.0472398434336618 0.0684603272403642 0.0952260030472321 0.0634236062662523 0.0318471337579618 0.0330994306897921 0.123541523678792 0 0.0542770299609205 0.0908843042806507 0.132302764431446 0.0574217628481194
"cuerpo" 0.0316005688102386 0.020054816498429 0.0540131792157286 0.144263408010862 0.0763252844851513 0.0337427453097584 0.123228589032656 0.0380904012188928 0.0507388850130018 0.0477707006369427 0.0264795445518337 0.0137268359643102 0.0114797382619676 0.0651324359531046 0.0454421521403254 0.0905229440846738 0.0957029380801991
"hijo" 0.0237004266076789 0.0267397553312387 0.0108026358431457 0.203665987780041 0.0138773244518457 0.0404912943717101 0.0342301636201821 0.0507872016251905 0.0190270818798757 0.0557324840764331 0.185356811862836 0 0.0114797382619676 0.0108554059921841 0.0181768608561301 0.188009191560476 0
"tienes" 0.0316005688102386 0.120328898990574 0.0216052716862915 0.093346911065852 0.0555092978073827 0.0877311378053718 0.0479222290682549 0.0444388014220416 0.0634236062662523 0.103503184713376 0.0529590891036674 0.0411805078929307 0 0.0542770299609205 0.0545305825683904 0.0348165169556438 0.0191405876160398
"cosas" 0.0474008532153579 0.167123470820242 0.0432105433725829 0.0509164969450102 0.0555092978073827 0.0337427453097584 0.0342301636201821 0.0825292026409345 0.0443965243863766 0.0318471337579618 0.0397193168277506 0.0686341798215511 0.0229594765239353 0.0217108119843682 0.0545305825683904 0.0905229440846738 0.0382811752320796
"voy" 0.0474008532153579 0.0668493883280968 0.0756184509020201 0.0169721656483367 0.00693866222592284 0.0337427453097584 0.0273841308961457 0.0507872016251905 0.0761083275195028 0.111464968152866 0.0860585197934595 0.0411805078929307 0.0688784295718058 0.0542770299609205 0.118149595564846 0.0348165169556438 0.0669920566561393
"causa" 0.0474008532153579 0.100274082492145 0.0216052716862915 0.0678886625933469 0.0138773244518457 0.0404912943717101 0.0410761963442185 0.00634840020314881 0.0634236062662523 0.0398089171974522 0.132397722759169 0.0686341798215511 0.0344392147859029 0.0651324359531046 0.0545305825683904 0.083559640693545 0.0574217628481194
"eres" 0.0711012798230368 0.0467945718296678 0.0432105433725829 0.0509164969450102 0.00693866222592284 0.0944796868673235 0.109536523584583 0.0444388014220416 0.0697659668928775 0.0318471337579618 0.0264795445518337 0.0686341798215511 0.0573986913098381 0.0108554059921841 0.0545305825683904 0.0905229440846738 0.0574217628481194
"mío" 0.0237004266076789 0.020054816498429 0.0432105433725829 0.10183299389002 0.0416319733555371 0.0877311378053718 0.0684603272403642 0.0507872016251905 0.0761083275195028 0.0875796178343949 0 0.0411805078929307 0.0573986913098381 0.0868432479374729 0.0545305825683904 0.05570642712903 0.0669920566561393
"va" 0.0790014220255965 0.0133698776656194 0.0324079075294372 0.0424304141208418 0.0346933111296142 0.114725334053179 0.0547682617922914 0.0634840020314881 0.0507388850130018 0.0318471337579618 0.046339202965709 0.109814687714482 0.091837906095741 0.097698653929657 0.0817958738525857 0.00696330339112875 0.0478514690400995
"voluntad" 0.0711012798230368 0.100274082492145 0.0108026358431457 0.0424304141208418 0.00693866222592284 0.0472398434336618 0.0684603272403642 0.0571356018283393 0.0380541637597514 0.0636942675159236 0.0397193168277506 0.0274536719286205 0.0688784295718058 0.0868432479374729 0.0545305825683904 0.104449550866931 0.0382811752320796
"eso" 0.0395007110127982 0.0334246941640484 0.0540131792157286 0.0339443312966735 0.0346933111296142 0.0539883924956134 0.0684603272403642 0.0634840020314881 0.082450688146128 0.0955414012738854 0 0.0549073438572409 0 0.0217108119843682 0.0999727347087158 0.0974862474758025 0.0861326442721792
"mejor" 0.0316005688102386 0.106959021324955 0.0972237225883116 0.0509164969450102 0.0138773244518457 0.0539883924956134 0.0684603272403642 0.0825292026409345 0.101477770026004 0.0238853503184713 0.00661988613795843 0.0411805078929307 0.0688784295718058 0.0434216239687364 0.0817958738525857 0.0348165169556438 0.0191405876160398
"puedo" 0.0316005688102386 0.100274082492145 0.0756184509020201 0.127291242362525 0.0208159866777685 0.0607369415575651 0.0547682617922914 0.0253936008125952 0.082450688146128 0.0318471337579618 0.0330994306897921 0 0.0344392147859029 0.0108554059921841 0.0727074434245206 0.104449550866931 0.0287108814240597
"alto" 0.0316005688102386 0.0133698776656194 0.0108026358431457 0.093346911065852 0.0624479600333056 0.020245647185855 0.0547682617922914 0.0190452006094464 0.0951354093993785 0.0318471337579618 0.145637495035085 0.109814687714482 0.0573986913098381 0.0651324359531046 0.0181768608561301 0.0765963373024163 0.0191405876160398
"menos" 0.0553009954179175 0.0935891436593355 0.0756184509020201 0.0763747454175153 0.0485706355814599 0.0674854906195168 0.0410761963442185 0.0761808024377857 0.0570812456396271 0.0238853503184713 0.0330994306897921 0.0274536719286205 0.0688784295718058 0.0868432479374729 0.0272652912841952 0.027853213564515 0.0382811752320796
"estos" 0.0711012798230368 0.106959021324955 0.0432105433725829 0.10183299389002 0.0971412711629198 0.0404912943717101 0.0684603272403642 0.0253936008125952 0.0380541637597514 0.0238853503184713 0.00661988613795843 0.0274536719286205 0.0229594765239353 0.0434216239687364 0.0817958738525857 0.0487431237379013 0.0574217628481194
"pena" 0.0474008532153579 0.0668493883280968 0.0540131792157286 0.0254582484725051 0.0624479600333056 0.0269941962478067 0.0889984254124735 0.0253936008125952 0.0570812456396271 0.0318471337579618 0.0728187475175427 0.0274536719286205 0.0803581678337734 0.0325662179765523 0.0454421521403254 0.083559640693545 0.0574217628481194
"justicia" 0.0237004266076789 0.0133698776656194 0 0.135777325186694 0.222037191229531 0.0134970981239034 0.00684603272403642 0.0380904012188928 0.00634236062662523 0.0875796178343949 0.165497153448961 0.0274536719286205 0.0459189530478705 0.0108554059921841 0.0454421521403254 0 0.00957029380801991
"medio" 0.102701848633275 0.0869042048265258 0.0756184509020201 0.0424304141208418 0.0277546489036914 0.0337427453097584 0.0342301636201821 0.0126968004062976 0.0443965243863766 0.0477707006369427 0.12577783662121 0.0411805078929307 0.0344392147859029 0.0868432479374729 0.00908843042806507 0.0626697305201588 0.0191405876160398
"ventura" 0.0474008532153579 0.113643960157765 0.0540131792157286 0.0339443312966735 0.0208159866777685 0.101228235929275 0.0753063599644006 0.0634840020314881 0.126847212532505 0.0477707006369427 0.0198596584138753 0 0.0344392147859029 0.0108554059921841 0.0363537217122603 0.0139266067822575 0.0191405876160398
"duro" 0.0790014220255965 0.0534795106624774 0.0108026358431457 0.0424304141208418 0.0555092978073827 0.020245647185855 0.0342301636201821 0.00634840020314881 0.0380541637597514 0.071656050955414 0.158877267311002 0.0960878517501716 0.114797382619676 0.108554059921841 0.00908843042806507 0.00696330339112875 0.0191405876160398
"eliodora" 0 0 0 0 0 0 0 0 0 0.660828025477707 0.178736925724878 0 0 0 0 0 0
"madre" 0.0237004266076789 0.0534795106624774 0.0216052716862915 0.0848608282416836 0.0971412711629198 0.0337427453097584 0.102690490860546 0.031742001015744 0.0126847212532505 0.0796178343949045 0.0132397722759169 0.0137268359643102 0.0114797382619676 0.0217108119843682 0.0181768608561301 0.194972494951605 0
"deste" 0.0474008532153579 0 0 0.118805159538357 0.187343880099917 0.114725334053179 0.082152392688437 0.0761808024377857 0 0.0636942675159236 0.0595789752416258 0.0549073438572409 0 0 0 0 0
"fuerza" 0.0395007110127982 0.020054816498429 0.0540131792157286 0.0678886625933469 0.0624479600333056 0.0742340396814685 0.109536523584583 0.0253936008125952 0.0507388850130018 0.0557324840764331 0 0.0686341798215511 0 0.0108554059921841 0.0272652912841952 0.083559640693545 0.114843525696239
"mismo" 0.0395007110127982 0.0534795106624774 0.0972237225883116 0.110319076714189 0.0693866222592284 0.0877311378053718 0.0479222290682549 0.0380904012188928 0.082450688146128 0 0.0264795445518337 0.0274536719286205 0.0114797382619676 0 0.0454421521403254 0.0208899101733863 0.0957029380801991
"vn" 0 0 0 0 0 0 0 0 0 0 0.403813054415464 0 0.551027436574446 0 0 0 0
"di" 0.0474008532153579 0.0401096329968581 0.0972237225883116 0.00848608282416836 0.0138773244518457 0.0809825887434202 0.0547682617922914 0.0571356018283393 0.0443965243863766 0.0875796178343949 0.0595789752416258 0.0411805078929307 0.0459189530478705 0.0434216239687364 0.0181768608561301 0.05570642712903 0.0669920566561393
"sido" 0.0158002844051193 0.0267397553312387 0.0324079075294372 0.0424304141208418 0.0693866222592284 0.0337427453097584 0.0342301636201821 0.0253936008125952 0.0443965243863766 0.111464968152866 0.0264795445518337 0.219629375428964 0.0459189530478705 0.0217108119843682 0.0636190129964555 0.0974862474758025 0.00957029380801991
"queda" 0.0237004266076789 0.0401096329968581 0.0972237225883116 0.0509164969450102 0.0208159866777685 0.0809825887434202 0.0479222290682549 0.0698324022346369 0.0634236062662523 0.0318471337579618 0.0198596584138753 0.0274536719286205 0.0573986913098381 0.0217108119843682 0.0636190129964555 0.0696330339112875 0.0574217628481194
"quiere" 0.0711012798230368 0.0401096329968581 0.0324079075294372 0.118805159538357 0.0485706355814599 0.0337427453097584 0.0616142945163278 0.0507872016251905 0.101477770026004 0.0477707006369427 0.0264795445518337 0.0137268359643102 0.0229594765239353 0.0651324359531046 0.0363537217122603 0.0348165169556438 0.00957029380801991
"ves" 0.0948017064307158 0.00668493883280968 0.0324079075294372 0.10183299389002 0.0485706355814599 0.0674854906195168 0.0479222290682549 0.0253936008125952 0.0507388850130018 0.0477707006369427 0.0728187475175427 0.0411805078929307 0.0688784295718058 0.097698653929657 0.0636190129964555 0 0
"dura" 0.102701848633275 0.0802192659937162 0 0.0339443312966735 0.00693866222592284 0.0269941962478067 0.082152392688437 0.0126968004062976 0.0697659668928775 0.0477707006369427 0.145637495035085 0.0137268359643102 0.0573986913098381 0.0434216239687364 0.0181768608561301 0.0208899101733863 0.0287108814240597
"nunca" 0.0158002844051193 0.00668493883280968 0 0.212152070604209 0.0346933111296142 0.0472398434336618 0.0753063599644006 0.0571356018283393 0.0761083275195028 0.0557324840764331 0.00661988613795843 0.0274536719286205 0.103317644357709 0.0759878419452888 0.00908843042806507 0.027853213564515 0.0191405876160398
"tras" 0.00790014220255965 0.0534795106624774 0.205250081019769 0 0.0346933111296142 0.0809825887434202 0.0136920654480728 0.031742001015744 0.0317118031331262 0.0477707006369427 0.0728187475175427 0.0274536719286205 0.0229594765239353 0.0325662179765523 0.145414886849041 0.0487431237379013 0.00957029380801991
"vamos" 0.0316005688102386 0.0267397553312387 0 0.0254582484725051 0 0.020245647185855 0.0273841308961457 0.0634840020314881 0.0443965243863766 0.0955414012738854 0.132397722759169 0.0686341798215511 0.0688784295718058 0.0217108119843682 0.118149595564846 0.0696330339112875 0.0191405876160398
"aun" 0.0632011376204772 0.00668493883280968 0.0216052716862915 0.0594025797691785 0.0346933111296142 0.134970981239034 0.109536523584583 0.0825292026409345 0.0253694425065009 0.0318471337579618 0.00661988613795843 0.0274536719286205 0.0114797382619676 0.108554059921841 0.0636190129964555 0.0139266067822575 0.00957029380801991
"mayor" 0.0711012798230368 0.0467945718296678 0.0216052716862915 0.0509164969450102 0.0138773244518457 0.020245647185855 0.0684603272403642 0.031742001015744 0.0570812456396271 0.00796178343949045 0.0330994306897921 0.0274536719286205 0.0803581678337734 0.0325662179765523 0.0636190129964555 0.132302764431446 0.0669920566561393
"parece" 0.0790014220255965 0.0467945718296678 0 0.093346911065852 0.0277546489036914 0.0674854906195168 0.0342301636201821 0.0571356018283393 0.0380541637597514 0.0398089171974522 0.0529590891036674 0.0137268359643102 0.0229594765239353 0.119409465914025 0.0454421521403254 0.0208899101733863 0.0669920566561393
"cristiano" 0 0.106959021324955 0 0.0169721656483367 0.00693866222592284 0.0134970981239034 0.314917505305675 0.0253936008125952 0.177586097545506 0 0 0.0549073438572409 0 0 0 0 0
"daño" 0.0948017064307158 0.0802192659937162 0.0216052716862915 0.00848608282416836 0.00693866222592284 0.0269941962478067 0.0684603272403642 0.0126968004062976 0.0761083275195028 0.0398089171974522 0.092678405931418 0.0549073438572409 0.0803581678337734 0.0868432479374729 0.0272652912841952 0.0139266067822575 0.0382811752320796
"después" 0.102701848633275 0.113643960157765 0.0972237225883116 0.0763747454175153 0.0138773244518457 0.0404912943717101 0.0273841308961457 0.0634840020314881 0.0190270818798757 0.0318471337579618 0 0.0274536719286205 0.0229594765239353 0.0108554059921841 0.0363537217122603 0.104449550866931 0.0191405876160398
"estado" 0.0948017064307158 0.00668493883280968 0.0216052716862915 0.110319076714189 0.0902026089369969 0.0607369415575651 0.0616142945163278 0.0253936008125952 0.0317118031331262 0.0477707006369427 0.0264795445518337 0.0274536719286205 0.0803581678337734 0.0434216239687364 0.0545305825683904 0.027853213564515 0.0191405876160398
"duda" 0.0237004266076789 0.0334246941640484 0.0432105433725829 0.0169721656483367 0.0138773244518457 0.0674854906195168 0.0547682617922914 0.0444388014220416 0.107820130652629 0.0398089171974522 0.0132397722759169 0.0137268359643102 0.0459189530478705 0 0.145414886849041 0.0765963373024163 0.0478514690400995
"primero" 0.0711012798230368 0.106959021324955 0.0324079075294372 0.0678886625933469 0.0485706355814599 0.0134970981239034 0.0342301636201821 0.0571356018283393 0.0761083275195028 0 0.0132397722759169 0.0274536719286205 0.0803581678337734 0.0217108119843682 0.0363537217122603 0.05570642712903 0.0574217628481194
"reino" 0.0790014220255965 0.020054816498429 0 0.280040733197556 0.187343880099917 0.0269941962478067 0.00684603272403642 0.00634840020314881 0 0.0159235668789809 0 0 0 0.097698653929657 0.00908843042806507 0.05570642712903 0.0287108814240597
"sola" 0.0316005688102386 0.0601644494952871 0.0540131792157286 0.135777325186694 0.0208159866777685 0.020245647185855 0.0342301636201821 0.031742001015744 0.0697659668928775 0.0477707006369427 0.0529590891036674 0.0411805078929307 0.0344392147859029 0.0108554059921841 0.0181768608561301 0.05570642712903 0.0957029380801991
"creo" 0.0158002844051193 0.0802192659937162 0.0756184509020201 0.00848608282416836 0.00693866222592284 0.0877311378053718 0.0547682617922914 0.031742001015744 0.101477770026004 0.0238853503184713 0.0132397722759169 0.0137268359643102 0.0114797382619676 0 0.0727074434245206 0.0765963373024163 0.0861326442721792
"ley" 0.0316005688102386 0.106959021324955 0.0216052716862915 0.0169721656483367 0.0208159866777685 0.0134970981239034 0.0410761963442185 0.0507872016251905 0.0443965243863766 0.0557324840764331 0.165497153448961 0.0274536719286205 0.0229594765239353 0.0542770299609205 0.0181768608561301 0.027853213564515 0.00957029380801991
"lugar" 0.0395007110127982 0.0935891436593355 0.0540131792157286 0.00848608282416836 0.0208159866777685 0.0607369415575651 0.0205380981721093 0.0190452006094464 0.0761083275195028 0.0159235668789809 0.0728187475175427 0.0960878517501716 0.0688784295718058 0.0325662179765523 0.0545305825683904 0.0348165169556438 0.0287108814240597
"noche" 0.00790014220255965 0.0601644494952871 0.0216052716862915 0.0678886625933469 0.0763252844851513 0.0404912943717101 0.0479222290682549 0.0698324022346369 0.0634236062662523 0.0477707006369427 0.0992982920693764 0.0274536719286205 0.0114797382619676 0.0434216239687364 0 0.00696330339112875 0.0382811752320796
"qu" 0 0 0 0 0 0 0.00684603272403642 0 0 0 0.622269296968092 0 0 0 0 0 0.0287108814240597
"dio" 0.0474008532153579 0.0534795106624774 0.108026358431457 0.0509164969450102 0.0138773244518457 0.00674854906195168 0.0410761963442185 0.0698324022346369 0.0443965243863766 0.0796178343949045 0.046339202965709 0.0549073438572409 0.0229594765239353 0.0325662179765523 0.0272652912841952 0.0487431237379013 0.0382811752320796
"fortuna" 0.0869015642281561 0.0334246941640484 0.0648158150588744 0.127291242362525 0.0624479600333056 0.0269941962478067 0.0479222290682549 0.0190452006094464 0.0380541637597514 0.0159235668789809 0.0198596584138753 0.0137268359643102 0.0229594765239353 0.0434216239687364 0.0272652912841952 0.0765963373024163 0.0478514690400995
"mar" 0.00790014220255965 0.0267397553312387 0.0324079075294372 0.0254582484725051 0.0693866222592284 0.020245647185855 0.0889984254124735 0.00634840020314881 0 0.0159235668789809 0.0198596584138753 0 0.126277120881644 0.119409465914025 0.209033899845497 0.00696330339112875 0.0765623504641593
"pies" 0.0316005688102386 0.0735343271609065 0.0864210867451658 0.0848608282416836 0.0277546489036914 0.0944796868673235 0.0410761963442185 0.0507872016251905 0.0507388850130018 0 0.0264795445518337 0.0137268359643102 0 0.0434216239687364 0.0636190129964555 0.0348165169556438 0.0287108814240597
"poder" 0.0158002844051193 0.0534795106624774 0.0216052716862915 0.00848608282416836 0.0277546489036914 0.020245647185855 0.0684603272403642 0.0253936008125952 0.0634236062662523 0.0796178343949045 0.0529590891036674 0.0823610157858614 0.114797382619676 0.0325662179765523 0.0545305825683904 0.0417798203467725 0.0287108814240597
"remedio" 0.0237004266076789 0.0668493883280968 0.0324079075294372 0.0509164969450102 0.00693866222592284 0.0269941962478067 0.0616142945163278 0.0190452006094464 0.0507388850130018 0.071656050955414 0.105918178207335 0.0137268359643102 0.0803581678337734 0.0325662179765523 0.0636190129964555 0.0348165169556438 0.00957029380801991
"toda" 0.0237004266076789 0.0133698776656194 0.0648158150588744 0.0339443312966735 0.0555092978073827 0.0269941962478067 0.0136920654480728 0.0698324022346369 0.0570812456396271 0.0477707006369427 0.0529590891036674 0.0549073438572409 0.0573986913098381 0.0217108119843682 0.0727074434245206 0.0348165169556438 0.0861326442721792
"presencia" 0.0158002844051193 0.0534795106624774 0.0108026358431457 0.00848608282416836 0.0138773244518457 0.0337427453097584 0.0410761963442185 0.031742001015744 0.0507388850130018 0.0796178343949045 0.139017608897127 0.0686341798215511 0.0344392147859029 0.0542770299609205 0.0181768608561301 0.027853213564515 0.0669920566561393
"acá" 0.0553009954179175 0.0133698776656194 0.0108026358431457 0.152749490835031 0.152650568970303 0.020245647185855 0.143766687204765 0 0.0126847212532505 0.0398089171974522 0 0.0274536719286205 0.0459189530478705 0.0108554059921841 0.00908843042806507 0.0208899101733863 0.0191405876160398
"fiera" 0.0948017064307158 0.0534795106624774 0.0108026358431457 0.0339443312966735 0 0.020245647185855 0.0410761963442185 0.00634840020314881 0.0380541637597514 0.0318471337579618 0.0794386336555011 0.0411805078929307 0.0344392147859029 0.0217108119843682 0.0817958738525857 0.0765963373024163 0.0861326442721792
"alguna" 0.0869015642281561 0.0601644494952871 0.0216052716862915 0.0254582484725051 0.0416319733555371 0.0404912943717101 0.0547682617922914 0.0634840020314881 0.0443965243863766 0.0398089171974522 0.00661988613795843 0.0274536719286205 0.0344392147859029 0.0108554059921841 0.0636190129964555 0.05570642712903 0.0382811752320796
"camino" 0.0553009954179175 0.0267397553312387 0.0108026358431457 0 0 0.0944796868673235 0.082152392688437 0.0444388014220416 0.0380541637597514 0.0955414012738854 0.0198596584138753 0.0823610157858614 0.0688784295718058 0.0325662179765523 0.0817958738525857 0.0139266067822575 0.00957029380801991
"ésta" 0 0.00668493883280968 0 0.127291242362525 0.0485706355814599 0.12147388311513 0.0616142945163278 0.0634840020314881 0 0.0557324840764331 0 0.0274536719286205 0.0459189530478705 0 0.0817958738525857 0.0487431237379013 0.0287108814240597
"verás" 0.0395007110127982 0.0735343271609065 0.0216052716862915 0.0509164969450102 0.0346933111296142 0.101228235929275 0.0342301636201821 0.0634840020314881 0.0761083275195028 0.0557324840764331 0 0.0411805078929307 0.0229594765239353 0.0434216239687364 0.0181768608561301 0.0139266067822575 0.00957029380801991
"ellos" 0.00790014220255965 0.0735343271609065 0.0216052716862915 0.110319076714189 0.0555092978073827 0.0337427453097584 0.0616142945163278 0.0507872016251905 0.0317118031331262 0.0238853503184713 0.0132397722759169 0.0823610157858614 0.0114797382619676 0 0.0908843042806507 0.027853213564515 0.0287108814240597
"estás" 0.0869015642281561 0.0267397553312387 0.0216052716862915 0.0594025797691785 0.0138773244518457 0.114725334053179 0.0479222290682549 0.0126968004062976 0.0380541637597514 0.0796178343949045 0 0.0411805078929307 0.0573986913098381 0.0325662179765523 0.0363537217122603 0.0139266067822575 0.0574217628481194
"modo" 0.0158002844051193 0.0133698776656194 0.0324079075294372 0 0 0.0742340396814685 0.0958444581365099 0.0571356018283393 0.101477770026004 0.0398089171974522 0.119157950483252 0.0823610157858614 0 0.0108554059921841 0.00908843042806507 0.00696330339112875 0.0191405876160398
"sol" 0.0316005688102386 0.0334246941640484 0.0108026358431457 0.0848608282416836 0.104079933388843 0.114725334053179 0.0342301636201821 0.0507872016251905 0.00634236062662523 0.00796178343949045 0.0198596584138753 0.0274536719286205 0 0.0325662179765523 0.0272652912841952 0.0208899101733863 0.0861326442721792
"desta" 0.0711012798230368 0 0 0.118805159538357 0.131834582292534 0.0404912943717101 0.0684603272403642 0.031742001015744 0 0.103503184713376 0.0595789752416258 0.0411805078929307 0 0 0.00908843042806507 0 0
"éste" 0 0.0401096329968581 0 0.0339443312966735 0.0902026089369969 0.114725334053179 0.0547682617922914 0.031742001015744 0 0.0398089171974522 0 0.0823610157858614 0.0229594765239353 0 0.0817958738525857 0.0417798203467725 0.0765623504641593
"hora" 0 0 0.0972237225883116 0.0339443312966735 0.0138773244518457 0.0337427453097584 0.0205380981721093 0.0761808024377857 0.0761083275195028 0.0796178343949045 0.0198596584138753 0.0686341798215511 0 0.0217108119843682 0.0817958738525857 0.0348165169556438 0.0765623504641593
"principe" 0 0 0 0 0 0 0 0 0 0 0.5891698662783 0 0 0 0 0 0
"cuán" 0.0395007110127982 0.0334246941640484 0.108026358431457 0.118805159538357 0.0624479600333056 0.020245647185855 0.0753063599644006 0.00634840020314881 0.0380541637597514 0.00796178343949045 0 0 0 0.0325662179765523 0.0363537217122603 0.0765963373024163 0.0478514690400995
"decir" 0.0632011376204772 0.0668493883280968 0.0216052716862915 0.0169721656483367 0 0.0472398434336618 0.0479222290682549 0.0952260030472321 0.0697659668928775 0.0636942675159236 0 0.0274536719286205 0 0.0434216239687364 0.0272652912841952 0.0348165169556438 0.0382811752320796
"sabes" 0.0711012798230368 0.0668493883280968 0.0540131792157286 0.0339443312966735 0.0208159866777685 0.0404912943717101 0.0410761963442185 0.031742001015744 0.0697659668928775 0.071656050955414 0.0595789752416258 0.0137268359643102 0.0114797382619676 0.0325662179765523 0.00908843042806507 0.0139266067822575 0.0287108814240597
"según" 0.0158002844051193 0.0935891436593355 0.0864210867451658 0 0 0.0539883924956134 0.0684603272403642 0.0380904012188928 0.0507388850130018 0.0159235668789809 0 0.0137268359643102 0 0.0434216239687364 0.0999727347087158 0.0765963373024163 0.0287108814240597
"algún" 0.0711012798230368 0.0467945718296678 0.0108026358431457 0.0509164969450102 0.0416319733555371 0.0674854906195168 0.0547682617922914 0.0507872016251905 0.0761083275195028 0.00796178343949045 0 0.0137268359643102 0.0344392147859029 0.0108554059921841 0.0454421521403254 0.0417798203467725 0.0287108814240597
"amigos" 0.110601990835835 0.0401096329968581 0 0.0594025797691785 0.0346933111296142 0.0269941962478067 0.00684603272403642 0.00634840020314881 0.0761083275195028 0.00796178343949045 0.0264795445518337 0 0.0344392147859029 0.0434216239687364 0.118149595564846 0.0626697305201588 0.0287108814240597
