"Argensola_Alejandra" "Argensola_Isabela" "Artieda_Amantes" "Bermudez_Lastimosa" "Bermudez_Laureada" "Cervantes_CasaCelos" "Cervantes_GallardoEspanol" "Cervantes_Urdemalas" "Duda_Jerusalem" "JCueva_Infamador" "JCueva_Principe" "JCueva_Saco" "Lasso_Constantinopla" "Lasso_Dido.restaurada" "Virues_Marcela" "Virues_Semirámis" "Virues_Tirano"
"vn" 0 0 0 0 0 0 0 0 0 0 0.403813054415464 0 0.551027436574446 0 0 0 0
"queda" 0.0237004266076789 0.0401096329968581 0.0972237225883116 0.0509164969450102 0.0208159866777685 0.0809825887434202 0.0542462781025857 0.0698324022346369 0.0634236062662523 0.0318471337579618 0.0198596584138753 0.0274536719286205 0.0573986913098381 0.0217108119843682 0.0636190129964555 0.0696330339112875 0.0574217628481194
"sido" 0.0158002844051193 0.0267397553312387 0.0324079075294372 0.0424304141208418 0.0693866222592284 0.0337427453097584 0.0361641854017238 0.0253936008125952 0.0443965243863766 0.111464968152866 0.0264795445518337 0.219629375428964 0.0459189530478705 0.0217108119843682 0.0636190129964555 0.0974862474758025 0.00957029380801991
"tras" 0.00790014220255965 0.0534795106624774 0.205250081019769 0 0.0346933111296142 0.0809825887434202 0.0301368211681032 0.031742001015744 0.0317118031331262 0.0477707006369427 0.0728187475175427 0.0274536719286205 0.0229594765239353 0.0325662179765523 0.145414886849041 0.0487431237379013 0.00957029380801991
"creo" 0.0158002844051193 0.0802192659937162 0.0756184509020201 0.00848608282416836 0.00693866222592284 0.0877311378053718 0.0904104635043096 0.031742001015744 0.101477770026004 0.0238853503184713 0.0132397722759169 0.0137268359643102 0.0114797382619676 0 0.0727074434245206 0.0765963373024163 0.0861326442721792
"di" 0.0474008532153579 0.0401096329968581 0.0972237225883116 0.00848608282416836 0.0138773244518457 0.0809825887434202 0.0361641854017238 0.0571356018283393 0.0443965243863766 0.0875796178343949 0.0595789752416258 0.0411805078929307 0.0459189530478705 0.0434216239687364 0.0181768608561301 0.05570642712903 0.0669920566561393
"duro" 0.0790014220255965 0.0534795106624774 0.0108026358431457 0.0424304141208418 0.0555092978073827 0.020245647185855 0 0.00634840020314881 0.0380541637597514 0.071656050955414 0.158877267311002 0.0960878517501716 0.114797382619676 0.108554059921841 0.00908843042806507 0.00696330339112875 0.0191405876160398
"duda" 0.0237004266076789 0.0334246941640484 0.0432105433725829 0.0169721656483367 0.0138773244518457 0.0674854906195168 0.066301006569827 0.0444388014220416 0.107820130652629 0.0398089171974522 0.0132397722759169 0.0137268359643102 0.0459189530478705 0 0.145414886849041 0.0765963373024163 0.0478514690400995
"éste" 0 0.0401096329968581 0 0.0339443312966735 0.0902026089369969 0.114725334053179 0.138629377373275 0.031742001015744 0 0.0398089171974522 0 0.0823610157858614 0.0229594765239353 0 0.0817958738525857 0.0417798203467725 0.0765623504641593
"pena" 0.0474008532153579 0.0668493883280968 0.0540131792157286 0.0254582484725051 0.0624479600333056 0.0269941962478067 0.0241094569344826 0.0253936008125952 0.0570812456396271 0.0318471337579618 0.0728187475175427 0.0274536719286205 0.0803581678337734 0.0325662179765523 0.0454421521403254 0.083559640693545 0.0574217628481194
"toda" 0.0237004266076789 0.0133698776656194 0.0648158150588744 0.0339443312966735 0.0555092978073827 0.0269941962478067 0.0602736423362064 0.0698324022346369 0.0570812456396271 0.0477707006369427 0.0529590891036674 0.0549073438572409 0.0573986913098381 0.0217108119843682 0.0727074434245206 0.0348165169556438 0.0861326442721792
"después" 0.102701848633275 0.113643960157765 0.0972237225883116 0.0763747454175153 0.0138773244518457 0.0404912943717101 0.0241094569344826 0.0634840020314881 0.0190270818798757 0.0318471337579618 0 0.0274536719286205 0.0229594765239353 0.0108554059921841 0.0363537217122603 0.104449550866931 0.0191405876160398
"fama" 0.0237004266076789 0.0802192659937162 0.0324079075294372 0.0169721656483367 0.0416319733555371 0.0877311378053718 0.114519920438792 0.0444388014220416 0.0951354093993785 0.0238853503184713 0.0264795445518337 0.0274536719286205 0.0344392147859029 0.0108554059921841 0.0272652912841952 0.0348165169556438 0.0191405876160398
"quiere" 0.0711012798230368 0.0401096329968581 0.0324079075294372 0.118805159538357 0.0485706355814599 0.0337427453097584 0.0361641854017238 0.0507872016251905 0.101477770026004 0.0477707006369427 0.0264795445518337 0.0137268359643102 0.0229594765239353 0.0651324359531046 0.0363537217122603 0.0348165169556438 0.00957029380801991
"primero" 0.0711012798230368 0.106959021324955 0.0324079075294372 0.0678886625933469 0.0485706355814599 0.0134970981239034 0.0301368211681032 0.0571356018283393 0.0761083275195028 0 0.0132397722759169 0.0274536719286205 0.0803581678337734 0.0217108119843682 0.0363537217122603 0.05570642712903 0.0574217628481194
"sola" 0.0316005688102386 0.0601644494952871 0.0540131792157286 0.135777325186694 0.0208159866777685 0.020245647185855 0.0301368211681032 0.031742001015744 0.0697659668928775 0.0477707006369427 0.0529590891036674 0.0411805078929307 0.0344392147859029 0.0108554059921841 0.0181768608561301 0.05570642712903 0.0957029380801991
"noche" 0.00790014220255965 0.0601644494952871 0.0216052716862915 0.0678886625933469 0.0763252844851513 0.0404912943717101 0.0602736423362064 0.0698324022346369 0.0634236062662523 0.0477707006369427 0.0992982920693764 0.0274536719286205 0.0114797382619676 0.0434216239687364 0 0.00696330339112875 0.0382811752320796
"pies" 0.0316005688102386 0.0735343271609065 0.0864210867451658 0.0848608282416836 0.0277546489036914 0.0944796868673235 0.0602736423362064 0.0507872016251905 0.0507388850130018 0 0.0264795445518337 0.0137268359643102 0 0.0434216239687364 0.0636190129964555 0.0348165169556438 0.0287108814240597
"reino" 0.0790014220255965 0.020054816498429 0 0.280040733197556 0.187343880099917 0.0269941962478067 0 0.00634840020314881 0 0.0159235668789809 0 0 0 0.097698653929657 0.00908843042806507 0.05570642712903 0.0287108814240597
"ves" 0.0948017064307158 0.00668493883280968 0.0324079075294372 0.10183299389002 0.0485706355814599 0.0674854906195168 0.0120547284672413 0.0253936008125952 0.0507388850130018 0.0477707006369427 0.0728187475175427 0.0411805078929307 0.0688784295718058 0.097698653929657 0.0636190129964555 0 0
"aun" 0.0632011376204772 0.00668493883280968 0.0216052716862915 0.0594025797691785 0.0346933111296142 0.134970981239034 0.0723283708034477 0.0825292026409345 0.0253694425065009 0.0318471337579618 0.00661988613795843 0.0274536719286205 0.0114797382619676 0.108554059921841 0.0636190129964555 0.0139266067822575 0.00957029380801991
"lugar" 0.0395007110127982 0.0935891436593355 0.0540131792157286 0.00848608282416836 0.0208159866777685 0.0607369415575651 0.0301368211681032 0.0190452006094464 0.0761083275195028 0.0159235668789809 0.0728187475175427 0.0960878517501716 0.0688784295718058 0.0325662179765523 0.0545305825683904 0.0348165169556438 0.0287108814240597
"mayor" 0.0711012798230368 0.0467945718296678 0.0216052716862915 0.0509164969450102 0.0138773244518457 0.020245647185855 0.0361641854017238 0.031742001015744 0.0570812456396271 0.00796178343949045 0.0330994306897921 0.0274536719286205 0.0803581678337734 0.0325662179765523 0.0636190129964555 0.132302764431446 0.0669920566561393
"haré" 0.0158002844051193 0.0133698776656194 0.0324079075294372 0.0254582484725051 0.00693866222592284 0.0809825887434202 0.102465191971551 0.0825292026409345 0.0570812456396271 0.0875796178343949 0 0.0411805078929307 0.114797382619676 0.0217108119843682 0.0454421521403254 0.027853213564515 0.0191405876160398
"ley" 0.0316005688102386 0.106959021324955 0.0216052716862915 0.0169721656483367 0.0208159866777685 0.0134970981239034 0.0421915496353445 0.0507872016251905 0.0443965243863766 0.0557324840764331 0.165497153448961 0.0274536719286205 0.0229594765239353 0.0542770299609205 0.0181768608561301 0.027853213564515 0.00957029380801991
"daño" 0.0948017064307158 0.0802192659937162 0.0216052716862915 0.00848608282416836 0.00693866222592284 0.0269941962478067 0.0301368211681032 0.0126968004062976 0.0761083275195028 0.0398089171974522 0.092678405931418 0.0549073438572409 0.0803581678337734 0.0868432479374729 0.0272652912841952 0.0139266067822575 0.0382811752320796
"sol" 0.0316005688102386 0.0334246941640484 0.0108026358431457 0.0848608282416836 0.104079933388843 0.114725334053179 0.0783557350370683 0.0507872016251905 0.00634236062662523 0.00796178343949045 0.0198596584138753 0.0274536719286205 0 0.0325662179765523 0.0272652912841952 0.0208899101733863 0.0861326442721792
"dio" 0.0474008532153579 0.0534795106624774 0.108026358431457 0.0509164969450102 0.0138773244518457 0.00674854906195168 0.0361641854017238 0.0698324022346369 0.0443965243863766 0.0796178343949045 0.046339202965709 0.0549073438572409 0.0229594765239353 0.0325662179765523 0.0272652912841952 0.0487431237379013 0.0382811752320796
"qu" 0 0 0 0 0 0 0 0 0 0 0.622269296968092 0 0 0 0 0 0.0287108814240597
"dura" 0.102701848633275 0.0802192659937162 0 0.0339443312966735 0.00693866222592284 0.0269941962478067 0.0180820927008619 0.0126968004062976 0.0697659668928775 0.0477707006369427 0.145637495035085 0.0137268359643102 0.0573986913098381 0.0434216239687364 0.0181768608561301 0.0208899101733863 0.0287108814240597
"fortuna" 0.0869015642281561 0.0334246941640484 0.0648158150588744 0.127291242362525 0.0624479600333056 0.0269941962478067 0.0361641854017238 0.0190452006094464 0.0380541637597514 0.0159235668789809 0.0198596584138753 0.0137268359643102 0.0229594765239353 0.0434216239687364 0.0272652912841952 0.0765963373024163 0.0478514690400995
"madre" 0.0237004266076789 0.0534795106624774 0.0216052716862915 0.0848608282416836 0.0971412711629198 0.0337427453097584 0.00602736423362064 0.031742001015744 0.0126847212532505 0.0796178343949045 0.0132397722759169 0.0137268359643102 0.0114797382619676 0.0217108119843682 0.0181768608561301 0.194972494951605 0
"estado" 0.0948017064307158 0.00668493883280968 0.0216052716862915 0.110319076714189 0.0902026089369969 0.0607369415575651 0.00602736423362064 0.0253936008125952 0.0317118031331262 0.0477707006369427 0.0264795445518337 0.0274536719286205 0.0803581678337734 0.0434216239687364 0.0545305825683904 0.027853213564515 0.0191405876160398
"presencia" 0.0158002844051193 0.0534795106624774 0.0108026358431457 0.00848608282416836 0.0138773244518457 0.0337427453097584 0.0301368211681032 0.031742001015744 0.0507388850130018 0.0796178343949045 0.139017608897127 0.0686341798215511 0.0344392147859029 0.0542770299609205 0.0181768608561301 0.027853213564515 0.0669920566561393
"amigos" 0.110601990835835 0.0401096329968581 0 0.0594025797691785 0.0346933111296142 0.0269941962478067 0.0421915496353445 0.00634840020314881 0.0761083275195028 0.00796178343949045 0.0264795445518337 0 0.0344392147859029 0.0434216239687364 0.118149595564846 0.0626697305201588 0.0287108814240597
"hora" 0 0 0.0972237225883116 0.0339443312966735 0.0138773244518457 0.0337427453097584 0.0421915496353445 0.0761808024377857 0.0761083275195028 0.0796178343949045 0.0198596584138753 0.0686341798215511 0 0.0217108119843682 0.0817958738525857 0.0348165169556438 0.0765623504641593
"mar" 0.00790014220255965 0.0267397553312387 0.0324079075294372 0.0254582484725051 0.0693866222592284 0.020245647185855 0.0542462781025857 0.00634840020314881 0 0.0159235668789809 0.0198596584138753 0 0.126277120881644 0.119409465914025 0.209033899845497 0.00696330339112875 0.0765623504641593
"alguna" 0.0869015642281561 0.0601644494952871 0.0216052716862915 0.0254582484725051 0.0416319733555371 0.0404912943717101 0.0421915496353445 0.0634840020314881 0.0443965243863766 0.0398089171974522 0.00661988613795843 0.0274536719286205 0.0344392147859029 0.0108554059921841 0.0636190129964555 0.05570642712903 0.0382811752320796
"estás" 0.0869015642281561 0.0267397553312387 0.0216052716862915 0.0594025797691785 0.0138773244518457 0.114725334053179 0.0482189138689651 0.0126968004062976 0.0380541637597514 0.0796178343949045 0 0.0411805078929307 0.0573986913098381 0.0325662179765523 0.0363537217122603 0.0139266067822575 0.0574217628481194
"verás" 0.0395007110127982 0.0735343271609065 0.0216052716862915 0.0509164969450102 0.0346933111296142 0.101228235929275 0.0301368211681032 0.0634840020314881 0.0761083275195028 0.0557324840764331 0 0.0411805078929307 0.0229594765239353 0.0434216239687364 0.0181768608561301 0.0139266067822575 0.00957029380801991
"ésta" 0 0.00668493883280968 0 0.127291242362525 0.0485706355814599 0.12147388311513 0.0482189138689651 0.0634840020314881 0 0.0557324840764331 0 0.0274536719286205 0.0459189530478705 0 0.0817958738525857 0.0487431237379013 0.0287108814240597
"puedes" 0.0553009954179175 0.0668493883280968 0.0540131792157286 0.0763747454175153 0.0138773244518457 0.0472398434336618 0.066301006569827 0.0190452006094464 0.0380541637597514 0.0477707006369427 0.0397193168277506 0.0137268359643102 0.0459189530478705 0.0325662179765523 0.0272652912841952 0.0348165169556438 0.0287108814240597
"fiera" 0.0948017064307158 0.0534795106624774 0.0108026358431457 0.0339443312966735 0 0.020245647185855 0.0120547284672413 0.00634840020314881 0.0380541637597514 0.0318471337579618 0.0794386336555011 0.0411805078929307 0.0344392147859029 0.0217108119843682 0.0817958738525857 0.0765963373024163 0.0861326442721792
"jamás" 0.0553009954179175 0.0534795106624774 0.0216052716862915 0.10183299389002 0.0485706355814599 0.0269941962478067 0.0421915496353445 0.031742001015744 0.0317118031331262 0.0318471337579618 0 0.0549073438572409 0.0344392147859029 0.0325662179765523 0.0272652912841952 0.0417798203467725 0.0957029380801991
"llama" 0.00790014220255965 0.0735343271609065 0.0540131792157286 0.0169721656483367 0.0624479600333056 0.0607369415575651 0.0723283708034477 0.0444388014220416 0.0190270818798757 0.0955414012738854 0.0330994306897921 0 0 0.0325662179765523 0.00908843042806507 0.027853213564515 0.0574217628481194
"modo" 0.0158002844051193 0.0133698776656194 0.0324079075294372 0 0 0.0742340396814685 0.0783557350370683 0.0571356018283393 0.101477770026004 0.0398089171974522 0.119157950483252 0.0823610157858614 0 0.0108554059921841 0.00908843042806507 0.00696330339112875 0.0191405876160398
"espera" 0.0553009954179175 0.0267397553312387 0.0648158150588744 0.0509164969450102 0.0208159866777685 0.0404912943717101 0.0602736423362064 0.031742001015744 0.0761083275195028 0.0477707006369427 0.0595789752416258 0 0 0.0217108119843682 0.0454421521403254 0.027853213564515 0.0382811752320796
"hace" 0.0316005688102386 0.0133698776656194 0.0540131792157286 0.0763747454175153 0.0485706355814599 0.0337427453097584 0.102465191971551 0.0634840020314881 0.0570812456396271 0.0318471337579618 0 0.0274536719286205 0 0.0434216239687364 0.0181768608561301 0.0417798203467725 0.0287108814240597
"principe" 0 0 0 0 0 0 0 0 0 0 0.5891698662783 0 0 0 0 0 0
"remedio" 0.0237004266076789 0.0668493883280968 0.0324079075294372 0.0509164969450102 0.00693866222592284 0.0269941962478067 0.0120547284672413 0.0190452006094464 0.0507388850130018 0.071656050955414 0.105918178207335 0.0137268359643102 0.0803581678337734 0.0325662179765523 0.0636190129964555 0.0348165169556438 0.00957029380801991
"sabes" 0.0711012798230368 0.0668493883280968 0.0540131792157286 0.0339443312966735 0.0208159866777685 0.0404912943717101 0.0421915496353445 0.031742001015744 0.0697659668928775 0.071656050955414 0.0595789752416258 0.0137268359643102 0.0114797382619676 0.0325662179765523 0.00908843042806507 0.0139266067822575 0.0287108814240597
"temor" 0.0632011376204772 0.0401096329968581 0.0324079075294372 0.0169721656483367 0.0346933111296142 0.0539883924956134 0.0421915496353445 0.0444388014220416 0.0443965243863766 0.0398089171974522 0.0794386336555011 0.0137268359643102 0.091837906095741 0.0217108119843682 0.0272652912841952 0.00696330339112875 0.0382811752320796
"algún" 0.0711012798230368 0.0467945718296678 0.0108026358431457 0.0509164969450102 0.0416319733555371 0.0674854906195168 0.0542462781025857 0.0507872016251905 0.0761083275195028 0.00796178343949045 0 0.0137268359643102 0.0344392147859029 0.0108554059921841 0.0454421521403254 0.0417798203467725 0.0287108814240597
"desta" 0.0711012798230368 0 0 0.118805159538357 0.131834582292534 0.0404912943717101 0.0542462781025857 0.031742001015744 0 0.103503184713376 0.0595789752416258 0.0411805078929307 0 0 0.00908843042806507 0 0
"castigo" 0.0553009954179175 0.0802192659937162 0.0216052716862915 0.0339443312966735 0.0346933111296142 0.0134970981239034 0.00602736423362064 0 0.0126847212532505 0.0636942675159236 0.092678405931418 0.137268359643102 0.0688784295718058 0.0217108119843682 0.0181768608561301 0.0417798203467725 0.0382811752320796
"decir" 0.0632011376204772 0.0668493883280968 0.0216052716862915 0.0169721656483367 0 0.0472398434336618 0.0361641854017238 0.0952260030472321 0.0697659668928775 0.0636942675159236 0 0.0274536719286205 0 0.0434216239687364 0.0272652912841952 0.0348165169556438 0.0382811752320796
"poder" 0.0158002844051193 0.0534795106624774 0.0216052716862915 0.00848608282416836 0.0277546489036914 0.020245647185855 0.00602736423362064 0.0253936008125952 0.0634236062662523 0.0796178343949045 0.0529590891036674 0.0823610157858614 0.114797382619676 0.0325662179765523 0.0545305825683904 0.0417798203467725 0.0287108814240597
"buena" 0 0 0.0324079075294372 0.00848608282416836 0.0277546489036914 0.0742340396814685 0.0723283708034477 0.101574403250381 0.0317118031331262 0.0557324840764331 0.00661988613795843 0.0411805078929307 0.0688784295718058 0.0108554059921841 0.109061165136781 0.0139266067822575 0.00957029380801991
"eterno" 0.0316005688102386 0.0133698776656194 0 0.0424304141208418 0.242853177907299 0 0.00602736423362064 0.00634840020314881 0.0126847212532505 0.0318471337579618 0.0198596584138753 0.0274536719286205 0.0229594765239353 0.0542770299609205 0 0.0974862474758025 0.0478514690400995
"furia" 0.0395007110127982 0.113643960157765 0.0432105433725829 0.0169721656483367 0.0624479600333056 0.020245647185855 0.00602736423362064 0.00634840020314881 0.0317118031331262 0.0159235668789809 0.0330994306897921 0.0411805078929307 0.0114797382619676 0 0.0363537217122603 0.027853213564515 0.181835582352378
"lengua" 0.0474008532153579 0.0401096329968581 0.0216052716862915 0.0169721656483367 0.00693866222592284 0.0269941962478067 0.0482189138689651 0.0825292026409345 0.0443965243863766 0.0398089171974522 0.0132397722759169 0.0549073438572409 0.0229594765239353 0.0434216239687364 0.00908843042806507 0.083559640693545 0.0574217628481194
"camino" 0.0553009954179175 0.0267397553312387 0.0108026358431457 0 0 0.0944796868673235 0.0180820927008619 0.0444388014220416 0.0380541637597514 0.0955414012738854 0.0198596584138753 0.0823610157858614 0.0688784295718058 0.0325662179765523 0.0817958738525857 0.0139266067822575 0.00957029380801991
"conviene" 0.0395007110127982 0.0267397553312387 0.0108026358431457 0.00848608282416836 0.00693866222592284 0.0607369415575651 0.0241094569344826 0.00634840020314881 0.0253694425065009 0.0796178343949045 0.12577783662121 0.0411805078929307 0 0 0.118149595564846 0.0348165169556438 0.0382811752320796
"ellos" 0.00790014220255965 0.0735343271609065 0.0216052716862915 0.110319076714189 0.0555092978073827 0.0337427453097584 0.0120547284672413 0.0507872016251905 0.0317118031331262 0.0238853503184713 0.0132397722759169 0.0823610157858614 0.0114797382619676 0 0.0908843042806507 0.027853213564515 0.0287108814240597
"mucho" 0.0237004266076789 0.0401096329968581 0.0864210867451658 0.0169721656483367 0.0416319733555371 0.00674854906195168 0.0904104635043096 0.0825292026409345 0.00634236062662523 0.0159235668789809 0.0132397722759169 0 0.0573986913098381 0.0651324359531046 0.109061165136781 0.00696330339112875 0.00957029380801991
"según" 0.0158002844051193 0.0935891436593355 0.0864210867451658 0 0 0.0539883924956134 0.0361641854017238 0.0380904012188928 0.0507388850130018 0.0159235668789809 0 0.0137268359643102 0 0.0434216239687364 0.0999727347087158 0.0765963373024163 0.0287108814240597
"cada" 0.0948017064307158 0.0601644494952871 0.0108026358431457 0.00848608282416836 0.0277546489036914 0.0607369415575651 0.0180820927008619 0.0444388014220416 0.0126847212532505 0.0238853503184713 0.0330994306897921 0.0274536719286205 0.0573986913098381 0.0108554059921841 0.0181768608561301 0.0765963373024163 0.0574217628481194
"están" 0.0395007110127982 0 0.0108026358431457 0.0678886625933469 0.0902026089369969 0.0674854906195168 0.0482189138689651 0.0825292026409345 0.0253694425065009 0 0 0.0274536719286205 0 0.0325662179765523 0.0454421521403254 0.027853213564515 0.0669920566561393
"muera" 0.0711012798230368 0.0401096329968581 0.0108026358431457 0.093346911065852 0.0138773244518457 0 0 0 0.0570812456396271 0.071656050955414 0.158877267311002 0 0.0114797382619676 0.0217108119843682 0.0272652912841952 0.0348165169556438 0.00957029380801991
"real" 0.0790014220255965 0.0267397553312387 0 0.135777325186694 0.0555092978073827 0.0337427453097584 0.00602736423362064 0.0190452006094464 0.00634236062662523 0.0159235668789809 0.0794386336555011 0.0823610157858614 0.0459189530478705 0 0 0.0696330339112875 0.00957029380801991
"claro" 0.0316005688102386 0.0401096329968581 0.0324079075294372 0.0763747454175153 0.104079933388843 0.0134970981239034 0.0241094569344826 0.0444388014220416 0.0190270818798757 0.0318471337579618 0.046339202965709 0.0137268359643102 0.0114797382619676 0.0325662179765523 0.0363537217122603 0.0348165169556438 0.0382811752320796
"era" 0.0474008532153579 0.00668493883280968 0.0648158150588744 0.0169721656483367 0.0832639467110741 0.0134970981239034 0.0241094569344826 0.0444388014220416 0.0190270818798757 0.0477707006369427 0.0397193168277506 0.0274536719286205 0.0573986913098381 0.0542770299609205 0.0363537217122603 0.0487431237379013 0.0382811752320796
"estar" 0.0790014220255965 0.0467945718296678 0.0432105433725829 0.0424304141208418 0.00693866222592284 0.0607369415575651 0.0421915496353445 0.0380904012188928 0.0380541637597514 0.0318471337579618 0.0264795445518337 0.0411805078929307 0.0114797382619676 0.0325662179765523 0.00908843042806507 0.027853213564515 0.0669920566561393
"paz" 0.0316005688102386 0.0267397553312387 0.0324079075294372 0.00848608282416836 0.0208159866777685 0.0674854906195168 0.0723283708034477 0.031742001015744 0.0887930487727532 0.0159235668789809 0.0132397722759169 0.0411805078929307 0.0114797382619676 0.0217108119843682 0.0272652912841952 0.0626697305201588 0.0382811752320796
"pueda" 0.0237004266076789 0.0534795106624774 0.0432105433725829 0.0254582484725051 0.00693866222592284 0.020245647185855 0.0421915496353445 0.0190452006094464 0.0317118031331262 0.0238853503184713 0.046339202965709 0.0411805078929307 0.0573986913098381 0.0759878419452888 0.0727074434245206 0.0487431237379013 0.0478514690400995
"sueño" 0.0158002844051193 0.0133698776656194 0.0324079075294372 0.0254582484725051 0.0346933111296142 0.0539883924956134 0.0180820927008619 0.0126968004062976 0.0126847212532505 0.103503184713376 0.0397193168277506 0 0.114797382619676 0.0868432479374729 0.0727074434245206 0.0208899101733863 0.0382811752320796
"visto" 0.0158002844051193 0.00668493883280968 0.0864210867451658 0.0169721656483367 0.00693866222592284 0.0877311378053718 0.0602736423362064 0.0444388014220416 0.0634236062662523 0.0318471337579618 0.0264795445518337 0.0274536719286205 0.0229594765239353 0.0108554059921841 0.0454421521403254 0.0696330339112875 0
"dado" 0.0632011376204772 0 0.0108026358431457 0.0339443312966735 0.111018595614765 0.0134970981239034 0.0542462781025857 0.031742001015744 0.0126847212532505 0.0159235668789809 0.046339202965709 0.0686341798215511 0.0688784295718058 0.0434216239687364 0.0363537217122603 0.0348165169556438 0.00957029380801991
"desde" 0.00790014220255965 0.00668493883280968 0.0108026358431457 0.00848608282416836 0.0485706355814599 0.0269941962478067 0.0180820927008619 0.0952260030472321 0.0697659668928775 0.0557324840764331 0.046339202965709 0.0137268359643102 0.0459189530478705 0.0108554059921841 0.0454421521403254 0.0487431237379013 0.0478514690400995
"dices" 0.0474008532153579 0.020054816498429 0.0432105433725829 0.0594025797691785 0.0277546489036914 0.0404912943717101 0.0542462781025857 0.0253936008125952 0.0697659668928775 0.0398089171974522 0 0.0686341798215511 0 0 0.0363537217122603 0.0417798203467725 0.0669920566561393
"moro" 0 0.0802192659937162 0.0108026358431457 0 0.0138773244518457 0.0742340396814685 0.259176662045687 0 0.0761083275195028 0 0 0 0 0 0 0 0
"muerto" 0.0316005688102386 0.0267397553312387 0.0432105433725829 0.0594025797691785 0.00693866222592284 0.0472398434336618 0.0783557350370683 0.0126968004062976 0.00634236062662523 0.0398089171974522 0.0330994306897921 0.0960878517501716 0 0.0542770299609205 0.0272652912841952 0.027853213564515 0.0765623504641593
"espada" 0.0711012798230368 0.00668493883280968 0.0540131792157286 0.0169721656483367 0.00693866222592284 0.0742340396814685 0.0904104635043096 0 0.0570812456396271 0.0238853503184713 0 0.137268359643102 0.0229594765239353 0.0108554059921841 0.0454421521403254 0.027853213564515 0.00957029380801991
"otros" 0.0711012798230368 0.0133698776656194 0.0756184509020201 0.0848608282416836 0.0624479600333056 0.0607369415575651 0.0241094569344826 0.0253936008125952 0.0317118031331262 0.00796178343949045 0.00661988613795843 0.0823610157858614 0.0229594765239353 0 0.0363537217122603 0.0348165169556438 0.00957029380801991
"aquesta" 0 0 0 0.0169721656483367 0 0.0809825887434202 0.0542462781025857 0.0825292026409345 0.0507388850130018 0.0477707006369427 0.0330994306897921 0.123541523678792 0.0688784295718058 0.0542770299609205 0.00908843042806507 0.00696330339112875 0.00957029380801991
"cuán" 0.0395007110127982 0.0334246941640484 0.108026358431457 0.118805159538357 0.0624479600333056 0.020245647185855 0.00602736423362064 0.00634840020314881 0.0380541637597514 0.00796178343949045 0 0 0 0.0325662179765523 0.0363537217122603 0.0765963373024163 0.0478514690400995
"falta" 0.0790014220255965 0.0267397553312387 0.0648158150588744 0.0254582484725051 0.0208159866777685 0.0269941962478067 0.0180820927008619 0.0444388014220416 0.0317118031331262 0.0477707006369427 0.0330994306897921 0.0411805078929307 0.0573986913098381 0.0217108119843682 0.0636190129964555 0.00696330339112875 0.0382811752320796
"enemigo" 0 0.0601644494952871 0 0.0339443312966735 0.0138773244518457 0.0404912943717101 0.0723283708034477 0.0126968004062976 0.0697659668928775 0.0159235668789809 0.0264795445518337 0.0960878517501716 0.0344392147859029 0.0108554059921841 0.0636190129964555 0.027853213564515 0.0287108814240597
"luz" 0.00790014220255965 0.020054816498429 0.0216052716862915 0.0424304141208418 0.0555092978073827 0.0539883924956134 0.0241094569344826 0.031742001015744 0.0380541637597514 0.00796178343949045 0.0794386336555011 0.0823610157858614 0.0229594765239353 0.0217108119843682 0.00908843042806507 0.0487431237379013 0.0287108814240597
"qual" 0 0 0 0 0 0 0 0 0 0 0.317754534622004 0 0.321432671335094 0 0 0 0
"rigor" 0.0316005688102386 0.00668493883280968 0.0108026358431457 0.0339443312966735 0.0138773244518457 0 0.0482189138689651 0.0190452006094464 0.0380541637597514 0.0238853503184713 0.0529590891036674 0.0686341798215511 0.103317644357709 0.151975683890578 0.0363537217122603 0.0208899101733863 0.00957029380801991
"rostro" 0.00790014220255965 0.0467945718296678 0.0216052716862915 0.0594025797691785 0 0.0269941962478067 0.0542462781025857 0.0253936008125952 0.0697659668928775 0.0398089171974522 0.00661988613795843 0 0.0229594765239353 0.0651324359531046 0 0.0974862474758025 0.0287108814240597
"siento" 0.0632011376204772 0.020054816498429 0.0648158150588744 0.00848608282416836 0.0138773244518457 0.0472398434336618 0.0301368211681032 0.0126968004062976 0.0253694425065009 0.0238853503184713 0.0595789752416258 0.0411805078929307 0.0344392147859029 0.0325662179765523 0.0636190129964555 0.00696330339112875 0.0861326442721792
"tanta" 0.0158002844051193 0.0334246941640484 0.0324079075294372 0.0848608282416836 0.0485706355814599 0.0674854906195168 0.0301368211681032 0.031742001015744 0.0190270818798757 0.0159235668789809 0.0132397722759169 0.0274536719286205 0 0.0325662179765523 0.0545305825683904 0.0208899101733863 0.0765623504641593
"veces" 0.0632011376204772 0.100274082492145 0.0540131792157286 0.0848608282416836 0.0138773244518457 0.0472398434336618 0.0421915496353445 0.0444388014220416 0.0507388850130018 0.00796178343949045 0 0 0 0.0217108119843682 0.0272652912841952 0.00696330339112875 0
"acá" 0.0553009954179175 0.0133698776656194 0.0108026358431457 0.152749490835031 0.152650568970303 0.020245647185855 0.0120547284672413 0 0.0126847212532505 0.0398089171974522 0 0.0274536719286205 0.0459189530478705 0.0108554059921841 0.00908843042806507 0.0208899101733863 0.0191405876160398
